HGNC,name,symbol
6106,forkhead box P3,FOXP3
3974,formimidoyltransferase cyclodeaminase,FTCD
14074,formin 2,FMN2
3826,formyl peptide receptor 1,FPR1
3702,four and a half LIM domains 1,FHL1
3703,four and a half LIM domains 2,FHL2
3777,fragile X mental retardation associated 3,FMR3
3775,fragile X messenger ribonucleoprotein 1,FMR1
3701,fragile histidine triad diadenosine triphosphatase,FHIT
3951,frataxin,FXN
4040,frizzled class receptor 2,FZD2
4042,frizzled class receptor 4,FZD4
4043,frizzled class receptor 5,FZD5
4044,frizzled class receptor 6,FZD6
3606,fructose-bisphosphatase 1,FBP1
3622,fukutin,FKTN
17997,fukutin related protein,FKRP
3700,fumarate hydratase,FH
3579,fumarylacetoacetate hydrolase,FAH
26219,fuzzy planar cell polarity protein,FUZ
4118,galactokinase 1,GALK1
4122,galactosamine (N-acetyl)-6-sulfatase,GALNS
24063,galactose mutarotase,GALM
4135,galactose-1-phosphate uridylyltransferase,GALT
4296,galactosidase alpha,GLA
4298,galactosidase beta 1,GLB1
4115,galactosylceramidase,GALC
18869,gametogenetin,GGN
4075,gamma-aminobutyric acid type A receptor subunit alpha1,GABRA1
4076,gamma-aminobutyric acid type A receptor subunit alpha2,GABRA2
4077,gamma-aminobutyric acid type A receptor subunit alpha3,GABRA3
4079,gamma-aminobutyric acid type A receptor subunit alpha5,GABRA5
4082,gamma-aminobutyric acid type A receptor subunit beta2,GABRB2
4083,gamma-aminobutyric acid type A receptor subunit beta3,GABRB3
4084,gamma-aminobutyric acid type A receptor subunit delta,GABRD
4087,gamma-aminobutyric acid type A receptor subunit gamma2,GABRG2
4070,gamma-aminobutyric acid type B receptor subunit 1,GABBR1
4507,gamma-aminobutyric acid type B receptor subunit 2,GABBR2
4247,gamma-glutamyl carboxylase,GGCX
4250,gamma-glutamyltransferase 1,GGT1
4367,ganglioside GM2 activator,GM2A
15968,ganglioside induced differentiation associated protein 1,GDAP1
4274,gap junction protein alpha 1,GJA1
4277,gap junction protein alpha 3,GJA3
4279,gap junction protein alpha 5,GJA5
4281,gap junction protein alpha 8,GJA8
4283,gap junction protein beta 1,GJB1
4284,gap junction protein beta 2,GJB2
4285,gap junction protein beta 3,GJB3
4286,gap junction protein beta 4,GJB4
4288,gap junction protein beta 6,GJB6
17494,gap junction protein gamma 2,GJC2
2810,gasdermin E,GSDME
4620,gelsolin,GSN
20043,gem nuclear organelle associated protein 5,GEMIN5
17493,geminin DNA replication inhibitor,GMNN
4651,general transcription factor IIE subunit 2,GTF2E2
21157,general transcription factor IIH subunit 5,GTF2H5
4659,general transcription factor IIi,GTF2I
15465,gephyrin,GPHN
4249,geranylgeranyl diphosphate synthase 1,GGPS1
4137,gigaxonin,GAN
14252,"gingival fibromatosis, hereditary, 2",GINGF2
4232,glial cell derived neurotrophic factor,GDNF
4198,glial cells missing transcription factor 2,GCM2
4235,glial fibrillary acidic protein,GFAP
14373,"glomulin, FKBP associated protein",GLMN
4192,glucagon receptor,GCGR
4195,glucokinase,GCK
4422,glucosamine (N-acetyl)-6-sulfatase,GNS
23657,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,GNE
4204,glucosaminyl (N-acetyl) transferase 2 (I blood group),GCNT2
4056,glucose-6-phosphatase catalytic subunit 1,G6PC1
24861,glucose-6-phosphatase catalytic subunit 3,G6PC3
4057,glucose-6-phosphate dehydrogenase,G6PD
4458,glucose-6-phosphate isomerase,GPI
4138,glucosidase II alpha subunit,GANAB
4177,glucosylceramidase beta 1,GBA1
18986,glucosylceramidase beta 2,GBA2
4696,glucuronidase beta,GUSB
4092,glutamate decarboxylase 1,GAD1
4335,glutamate dehydrogenase 1,GLUD1
4571,glutamate ionotropic receptor AMPA type subunit 1,GRIA1
4573,glutamate ionotropic receptor AMPA type subunit 3,GRIA3
4574,glutamate ionotropic receptor AMPA type subunit 4,GRIA4
4584,glutamate ionotropic receptor NMDA type subunit 1,GRIN1
4585,glutamate ionotropic receptor NMDA type subunit 2A,GRIN2A
4586,glutamate ionotropic receptor NMDA type subunit 2B,GRIN2B
4588,glutamate ionotropic receptor NMDA type subunit 2D,GRIN2D
4576,glutamate ionotropic receptor delta type subunit 2,GRID2
4580,glutamate ionotropic receptor kainate type subunit 2,GRIK2
4593,glutamate metabotropic receptor 1,GRM1
4598,glutamate metabotropic receptor 6,GRM6
4599,glutamate metabotropic receptor 7,GRM7
18708,glutamate receptor interacting protein 1,GRIP1
4341,glutamate-ammonia ligase,GLUL
4311,glutamate-cysteine ligase catalytic subunit,GCLC
18062,glutamic--pyruvic transaminase 2,GPT2
4331,glutaminase,GLS
24713,glutamine rich 1,QRICH1
4241,glutamine--fructose-6-phosphate transaminase 1,GFPT1
21020,glutaminyl-tRNA amidotransferase subunit QRSL1,QRSL1
9751,glutaminyl-tRNA synthetase 1,QARS1
29419,"glutamyl-tRNA synthetase 2, mitochondrial",EARS2
20134,glutaredoxin 5,GLRX5
31673,glutaredoxin and cysteine rich domain containing 1,GRXCR1
33862,glutaredoxin and cysteine rich domain containing 2,GRXCR2
4189,glutaryl-CoA dehydrogenase,GCDH
4635,glutathione S-transferase mu 3,GSTM3
4556,glutathione peroxidase 4,GPX4
4624,glutathione synthetase,GSS
4623,glutathione-disulfide reductase,GSR
24247,glycerate kinase,GLYCTK
4289,glycerol kinase,GK
4455,glycerol-3-phosphate dehydrogenase 1,GPD1
28956,glycerol-3-phosphate dehydrogenase 1 like,GPD1L
4416,glyceronephosphate O-acyltransferase,GNPAT
4415,glycine N-methyltransferase,GNMT
4175,glycine amidinotransferase,GATM
4208,glycine cleavage system protein H,GCSH
4313,glycine decarboxylase,GLDC
4326,glycine receptor alpha 1,GLRA1
4329,glycine receptor beta,GLRB
9725,glycogen phosphorylase L,PYGL
9726,"glycogen phosphorylase, muscle associated",PYGM
4706,glycogen synthase 1,GYS1
4707,glycogen synthase 2,GYS2
4699,glycogenin 1,GYG1
4704,glycophorin C (Gerbich blood group),GYPC
4444,glycoprotein IX platelet,GP9
4439,glycoprotein Ib platelet subunit alpha,GP1BA
4440,glycoprotein Ib platelet subunit beta,GP1BB
14388,glycoprotein VI platelet,GP6
4462,glycoprotein nmb,GPNMB
4446,glycosylphosphatidylinositol anchor attachment 1,GPAA1
24945,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,GPIHBP1
24870,glycosyltransferase 8 domain containing 1,GLT8D1
4162,glycyl-tRNA synthetase 1,GARS1
4570,glyoxylate and hydroxypyruvate reductase,GRHPR
4451,glypican 3,GPC3
4452,glypican 4,GPC4
4454,glypican 6,GPC6
4431,golgi SNAP receptor complex member 2,GOSR2
17643,golgi associated PDZ and coiled-coil motif containing,GOPC
4428,golgin A5,GOLGA5
25676,"golgin, RAB6 interacting",GORAB
4419,gonadotropin releasing hormone 1,GNRH1
4421,gonadotropin releasing hormone receptor,GNRHR
4612,goosecoid homeobox,GSC
2799,grainyhead like transcription factor 2,GRHL2
25839,grainyhead like transcription factor 3,GRHL3
4601,granulin precursor,GRN
2001,"gremlin 1, DAN family BMP antagonist",GREM1
4165,growth arrest specific 1,GAS1
24846,growth arrest specific 2 like 2,GAS2L2
4166,growth arrest specific 8,GAS8
4214,growth differentiation factor 1,GDF1
4217,growth differentiation factor 2,GDF2
4218,growth differentiation factor 3,GDF3
4220,growth differentiation factor 5,GDF5
4221,growth differentiation factor 6,GDF6
4237,growth factor independent 1 transcriptional repressor,GFI1
4238,growth factor independent 1B transcriptional repressor,GFI1B
4564,growth factor receptor bound protein 10,GRB10
4236,"growth factor, augmenter of liver regeneration",GFER
4261,growth hormone 1,GH1
4263,growth hormone receptor,GHR
4266,growth hormone releasing hormone receptor,GHRHR
4267,growth hormone secretagogue receptor,GHSR
4136,guanidinoacetate N-methyltransferase,GAMT
4685,guanylate cyclase 1 soluble subunit alpha 1,GUCY1A1
4688,guanylate cyclase 2C,GUCY2C
4689,"guanylate cyclase 2D, retinal",GUCY2D
4678,guanylate cyclase activator 1A,GUCA1A
4679,guanylate cyclase activator 1B,GUCA1B
752,"guided entry of tail-anchored proteins factor 3, ATPase",GET3
4808,heart and neural crest derivatives expressed 2,HAND2
5244,heat shock protein family A (Hsp70) member 9,HSPA9
5246,heat shock protein family B (small) member 1,HSPB1
5248,heat shock protein family B (small) member 3,HSPB3
30171,heat shock protein family B (small) member 8,HSPB8
5261,heat shock protein family D (Hsp60) member 1,HSPD1
26938,heat shock protein nuclear import factor hikeshi,HIKESHI
5227,heat shock transcription factor 4,HSF4
18270,hedgehog acyltransferase,HHAT
4861,"helicase, lymphoid specific",HELLS
5013,heme oxygenase 1,HMOX1
4823,hemoglobin subunit alpha 1,HBA1
4824,hemoglobin subunit alpha 2,HBA2
4827,hemoglobin subunit beta,HBB
4829,hemoglobin subunit delta,HBD
4831,hemoglobin subunit gamma 1,HBG1
4832,hemoglobin subunit gamma 2,HBG2
4887,hemojuvelin BMP co-receptor,HJV
5193,heparan sulfate 2-O-sulfotransferase 1,HS2ST1
5201,heparan sulfate 6-O-sulfotransferase 1,HS6ST1
5273,heparan sulfate proteoglycan 2,HSPG2
14178,heparan sulfate-glucosamine 3-sulfotransferase 6,HS3ST6
26527,heparan-alpha-glucosaminide N-acetyltransferase,HGSNAT
18374,heparanase 2 (inactive),HPSE2
26361,hepatic and glial cell adhesion molecule,HEPACAM
18437,hepatitis A virus cellular receptor 2,HAVCR2
4893,hepatocyte growth factor,HGF
5024,hepatocyte nuclear factor 4 alpha,HNF4A
15598,hepcidin antimicrobial peptide,HAMP
15977,hes family bHLH transcription factor 7,HES7
4881,hes related family bHLH transcription factor with YRPW motif 2,HEY2
5031,heterogeneous nuclear ribonucleoprotein A1,HNRNPA1
5033,heterogeneous nuclear ribonucleoprotein A2/B1,HNRNPA2B1
5035,heterogeneous nuclear ribonucleoprotein C,HNRNPC
5037,heterogeneous nuclear ribonucleoprotein D like,HNRNPDL
5041,heterogeneous nuclear ribonucleoprotein H1,HNRNPH1
5042,heterogeneous nuclear ribonucleoprotein H2,HNRNPH2
5044,heterogeneous nuclear ribonucleoprotein K,HNRNPK
5047,heterogeneous nuclear ribonucleoprotein R,HNRNPR
5048,heterogeneous nuclear ribonucleoprotein U,HNRNPU
4922,hexokinase 1,HK1
4878,hexosaminidase subunit alpha,HEXA
4879,hexosaminidase subunit beta,HEXB
4795,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,H6PD
5009,high mobility group AT-hook 2,HMGA2
5144,hippocalcin,HPCA
5028,histamine N-methyltransferase,HNMT
4806,histidine ammonia-lyase,HAL
5181,histidine rich glycoprotein,HRG
4912,histidine triad nucleotide binding protein 1,HINT1
4816,histidyl-tRNA synthetase 1,HARS1
4817,"histidyl-tRNA synthetase 2, mitochondrial",HARS2
4916,histone cell cycle regulator,HIRA
14063,histone deacetylase 4,HDAC4
14064,histone deacetylase 6,HDAC6
13315,histone deacetylase 8,HDAC8
4976,holocarboxylase synthetase,HLCS
4837,holocytochrome c synthase,HCCS
5099,homeobox A1,HOXA1
5101,homeobox A11,HOXA11
5102,homeobox A13,HOXA13
5103,homeobox A2,HOXA2
5111,homeobox B1,HOXB1
5112,homeobox B13,HOXB13
5125,homeobox C13,HOXC13
5133,homeobox D10,HOXD10
5136,homeobox D13,HOXD13
4886,homeostatic iron regulator,HFE
17513,homer scaffold protein 2,HOMER2
4892,"homogentisate 1,2-dioxygenase",HGD
4839,host cell factor C1,HCFC1
4851,huntingtin,HTT
4798,hyaluronan binding protein 2,HABP2
5320,hyaluronidase 1,HYAL1
5321,hyaluronidase 2,HYAL2
24587,hyccin PI4KA lipid kinase complex subunit 1,HYCC1
5326,hydatidiform mole associated and imprinted,HYMAI
5218,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",HSD3B2
18324,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",HSD3B7
4799,hydroxyacyl-CoA dehydrogenase,HADH
4801,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,HADHA
4803,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,HADHB
4982,hydroxymethylbilane synthase,HMBS
5208,hydroxysteroid 11-beta dehydrogenase 1,HSD11B1
5209,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2
4800,hydroxysteroid 17-beta dehydrogenase 10,HSD17B10
5212,hydroxysteroid 17-beta dehydrogenase 3,HSD17B3
5213,hydroxysteroid 17-beta dehydrogenase 4,HSD17B4
4845,hyperpolarization activated cyclic nucleotide gated potassium channel 1,HCN1
16882,hyperpolarization activated cyclic nucleotide gated potassium channel 4,HCN4
4847,hypocretin neuropeptide precursor,HCRT
5157,hypoxanthine phosphoribosyltransferase 1,HPRT1
5389,iduronate 2-sulfatase,IDS
18550,immediate early response 3 interacting protein 1,IER3IP1
5461,immunoglobulin binding protein 1,IGBP1
5525,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
5526,immunoglobulin heavy constant gamma 2 (G2m marker),IGHG2
5541,immunoglobulin heavy constant mu,IGHM
5477,immunoglobulin heavy locus,IGH
5586,immunoglobulin heavy variable 3-21,IGHV3-21
5650,immunoglobulin heavy variable 4-34,IGHV4-34
5716,immunoglobulin kappa constant,IGKC
5870,immunoglobulin lambda like polypeptide 1,IGLL1
28741,immunoglobulin like domain containing receptor 1,ILDR1
5542,immunoglobulin mu DNA binding protein 2,IGHMBP2
5948,immunoglobulin superfamily member 1,IGSF1
5950,immunoglobulin superfamily member 3,IGSF3
9853,importin 8,IPO8
5351,inducible T cell costimulator,ICOS
6066,inhibin subunit beta A,INHBA
6062,inhibitor of growth family member 1,ING1
5961,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,IKBKG
5960,inhibitor of nuclear factor kappa B kinase subunit beta,IKBKB
6052,inosine monophosphate dehydrogenase 1,IMPDH1
6053,inosine monophosphate dehydrogenase 2,IMPDH2
6176,inosine triphosphatase,ITPA
6180,"inositol 1,4,5-trisphosphate receptor type 1",ITPR1
6181,"inositol 1,4,5-trisphosphate receptor type 2",ITPR2
6050,inositol monophosphatase 1,IMPA1
20739,inositol polyphosphate multikinase,IPMK
6080,inositol polyphosphate phosphatase like 1,INPPL1
21474,inositol polyphosphate-5-phosphatase E,INPP5E
33882,inositol polyphosphate-5-phosphatase K,INPP5K
6081,insulin,INS
5464,insulin like growth factor 1,IGF1
5465,insulin like growth factor 1 receptor,IGF1R
5466,insulin like growth factor 2,IGF2
5476,insulin like growth factor binding protein 7,IGFBP7
5468,insulin like growth factor binding protein acid labile subunit,IGFALS
6091,insulin receptor,INSR
6174,integral membrane protein 2B,ITM2B
6137,integrin subunit alpha 2,ITGA2
6138,integrin subunit alpha 2b,ITGA2B
6139,integrin subunit alpha 3,ITGA3
6142,integrin subunit alpha 6,ITGA6
6143,integrin subunit alpha 7,ITGA7
6144,integrin subunit alpha 8,ITGA8
6149,integrin subunit alpha M,ITGAM
6155,integrin subunit beta 2,ITGB2
6156,integrin subunit beta 3,ITGB3
6158,integrin subunit beta 4,ITGB4
6161,integrin subunit beta 6,ITGB6
5433,interferon alpha and beta receptor subunit 2,IFNAR2
5438,interferon gamma,IFNG
5439,interferon gamma receptor 1,IFNGR1
5440,interferon gamma receptor 2,IFNGR2
16644,interferon induced transmembrane protein 5,IFITM5
18873,interferon induced with helicase C domain 1,IFIH1
6116,interferon regulatory factor 1,IRF1
21729,interferon regulatory factor 2 binding protein 2,IRF2BP2
14282,interferon regulatory factor 2 binding protein like,IRF2BPL
6119,interferon regulatory factor 4,IRF4
6120,interferon regulatory factor 5,IRF5
6121,interferon regulatory factor 6,IRF6
6122,interferon regulatory factor 7,IRF7
5358,interferon regulatory factor 8,IRF8
5456,interferon related developmental regulator 1,IFRD1
5996,interleukin 1 receptor accessory protein like 1,IL1RAPL1
6000,interleukin 1 receptor antagonist,IL1RN
6112,interleukin 1 receptor associated kinase 1,IRAK1
17967,interleukin 1 receptor associated kinase 4,IRAK4
5962,interleukin 10,IL10
5964,interleukin 10 receptor subunit alpha,IL10RA
5965,interleukin 10 receptor subunit beta,IL10RB
5967,interleukin 11 receptor subunit alpha,IL11RA
5971,interleukin 12 receptor subunit beta 1,IL12RB1
5969,interleukin 12A,IL12A
5970,interleukin 12B,IL12B
5985,interleukin 17 receptor A,IL17RA
18358,interleukin 17 receptor C,IL17RC
17616,interleukin 17 receptor D,IL17RD
16404,interleukin 17F,IL17F
6008,interleukin 2 receptor subunit alpha,IL2RA
6009,interleukin 2 receptor subunit beta,IL2RB
6010,interleukin 2 receptor subunit gamma,IL2RG
6005,interleukin 21,IL21
6006,interleukin 21 receptor,IL21R
19100,interleukin 23 receptor,IL23R
18969,interleukin 31 receptor A,IL31RA
15561,interleukin 36 receptor antagonist,IL36RN
6018,interleukin 6,IL6
6021,interleukin 6 cytokine family signal transducer,IL6ST
6019,interleukin 6 receptor,IL6R
6023,interleukin 7,IL7
6024,interleukin 7 receptor,IL7R
6055,interphotoreceptor matrix proteoglycan 1,IMPG1
18362,interphotoreceptor matrix proteoglycan 2,IMPG2
6183,intersectin 1,ITSN1
13556,intraflagellar transport 122,IFT122
29077,intraflagellar transport 140,IFT140
30391,intraflagellar transport 172,IFT172
18626,intraflagellar transport 27,IFT27
29669,intraflagellar transport 43,IFT43
15901,intraflagellar transport 52,IFT52
17367,intraflagellar transport 57,IFT57
21424,intraflagellar transport 74,IFT74
29262,intraflagellar transport 80,IFT80
20606,intraflagellar transport 88,IFT88
17870,inversin,INVS
23791,"inverted formin, FH2 and WH2 domain containing",INF2
21071,iodotyrosine deiodinase,IYD
28660,iron-sulfur cluster assembly 1,ISCA1
19857,iron-sulfur cluster assembly 2,ISCA2
29882,iron-sulfur cluster assembly enzyme,ISCU
27302,iron-sulfur cluster assembly factor IBA57,IBA57
14359,iroquois homeobox 2,IRX2
14361,iroquois homeobox 5,IRX5
5384,isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha,IDH3A
5385,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta,IDH3B
5382,isocitrate dehydrogenase (NADP(+)) 1,IDH1
5383,isocitrate dehydrogenase (NADP(+)) 2,IDH2
5330,isoleucyl-tRNA synthetase 1,IARS1
29685,"isoleucyl-tRNA synthetase 2, mitochondrial",IARS2
6186,isovaleryl-CoA dehydrogenase,IVD
13890,itchy E3 ubiquitin protein ligase,ITCH
6188,jagged canonical Notch ligand 1,JAG1
26926,jagunal homolog 1,JAGN1
6196,jumonji and AT-rich interaction domain containing 2,JARID2
12313,jumonji domain containing 1C,JMJD1C
6207,junction plakoglobin,JUP
14686,junctional adhesion molecule 2,JAM2
15532,junctional adhesion molecule 3,JAM3
14202,junctophilin 2,JPH2
14203,junctophilin 3,JPH3
6371,kallikrein B1,KLKB1
6365,kallikrein related peptidase 4,KLK4
6404,"kaptin, actin binding protein",KPTN
6396,karyopherin subunit alpha 3,KPNA3
21839,karyopherin subunit alpha 7,KPNA7
29068,katanin interacting protein,KATNIP
6217,katanin regulatory subunit B1,KATNB1
28557,kelch domain containing 8B,KLHDC8B
23177,kelch like ECH associated protein 1,KEAP1
18829,kelch like family member 10,KLHL10
25947,kelch like family member 24,KLHL24
6354,kelch like family member 3,KLHL3
30372,kelch like family member 40,KLHL40
16905,kelch like family member 41,KLHL41
15646,kelch like family member 7,KLHL7
18732,kelch like family member 9,KLHL9
37227,kelch repeat and BTB domain containing 13,KBTBD13
6412,keratin 1,KRT1
6413,keratin 10,KRT10
6414,keratin 12,KRT12
6415,keratin 13,KRT13
6416,keratin 14,KRT14
6423,keratin 16,KRT16
6427,keratin 17,KRT17
6439,keratin 2,KRT2
30839,keratin 25,KRT25
6440,keratin 3,KRT3
6441,keratin 4,KRT4
6442,keratin 5,KRT5
6443,keratin 6A,KRT6A
6444,keratin 6B,KRT6B
20406,keratin 6C,KRT6C
28927,keratin 71,KRT71
28929,keratin 74,KRT74
6458,keratin 81,KRT81
6460,keratin 83,KRT83
6462,keratin 85,KRT85
6463,keratin 86,KRT86
6447,keratin 9,KRT9
26624,keratinocyte differentiation factor 1,KDF1
6309,keratocan,KERA
6315,ketohexokinase,KHK
6377,killer cell lectin like receptor C4,KLRC4
37212,"killin, p53 regulated DNA replication inhibitor",KLLN
29508,kinase D interacting substrate 220,KIDINS220
6307,kinase insert domain receptor,KDR
23419,kinesin family binding protein,KIFBP
6388,kinesin family member 11,KIF11
19181,kinesin family member 14,KIF14
17273,kinesin family member 15,KIF15
888,kinesin family member 1A,KIF1A
16636,kinesin family member 1B,KIF1B
6317,kinesin family member 1C,KIF1C
9787,kinesin family member 20A,KIF20A
19349,kinesin family member 21A,KIF21A
6391,kinesin family member 22,KIF22
6392,kinesin family member 23,KIF23
6323,kinesin family member 5A,KIF5A
30497,kinesin family member 7,KIF7
20716,kinesin light chain 2,KLC2
30767,kinetochore localized astrin (SPAG5) binding protein,KNSTRN
24054,kinetochore scaffold 1,KNL1
6383,kininogen 1,KNG1
23204,kirre like nephrin family adhesion molecule 3,KIRREL3
15865,kizuna centrosomal protein,KIZ
6344,klotho,KL
6469,kynureninase,KYNU
26576,kyphoscoliosis peptidase,KY
26789,laccase domain containing 1,LACC1
6530,lactase,LCT
6535,lactate dehydrogenase A,LDHA
6541,lactate dehydrogenase B,LDHB
16960,ladybird homeobox 1,LBX1
6636,lamin A/C,LMNA
6518,lamin B receptor,LBR
6637,lamin B1,LMNB1
6638,lamin B2,LMNB2
6481,laminin subunit alpha 1,LAMA1
6482,laminin subunit alpha 2,LAMA2
6483,laminin subunit alpha 3,LAMA3
6484,laminin subunit alpha 4,LAMA4
6485,laminin subunit alpha 5,LAMA5
6486,laminin subunit beta 1,LAMB1
6487,laminin subunit beta 2,LAMB2
6490,laminin subunit beta 3,LAMB3
6493,laminin subunit gamma 2,LAMC2
6494,laminin subunit gamma 3,LAMC3
6708,lanosterol synthase,LSS
29796,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",LAMTOR2
6714,latent transforming growth factor beta binding protein 1,LTBP1
6715,latent transforming growth factor beta binding protein 2,LTBP2
6716,latent transforming growth factor beta binding protein 3,LTBP3
6717,latent transforming growth factor beta binding protein 4,LTBP4
31923,lebercilin LCA5,LCA5
6685,lecithin retinol acyltransferase,LRAT
6522,lecithin-cholesterol acyltransferase,LCAT
6631,"lectin, mannose binding 1",LMAN1
19263,"lectin, mannose binding 2 like",LMAN2L
3122,left-right determination factor 2,LEFTY2
6647,leiomodin 1,LMOD1
6648,leiomodin 2,LMOD2
6649,leiomodin 3,LMOD3
6610,lens intrinsic membrane protein 2,LIM2
6553,leptin,LEP
6554,leptin receptor,LEPR
6572,leucine rich glioma inactivated 1,LGI1
23405,leucine rich melanocyte differentiation associated,LRMDA
15714,leucine rich pentatricopeptide repeat containing,LRPPRC
18712,leucine rich repeat LGI family member 4,LGI4
25135,leucine rich repeat and sterile alpha motif containing 1,LRSAM1
25430,leucine rich repeat containing 56,LRRC56
19027,leucine rich repeat containing 8 VRAC subunit A,LRRC8A
18608,leucine rich repeat kinase 1,LRRK1
18618,leucine rich repeat kinase 2,LRRK2
24783,"leucine rich repeat, Ig-like and transmembrane domains 3",LRIT3
20889,leucine rich repeats and immunoglobulin like domains 2,LRIG2
25033,leucine rich transmembrane and O-methyltransferase domain containing,LRTOMT
6556,leucine zipper and EF-hand containing transmembrane protein 1,LETM1
6742,leucine zipper like post translational regulator 1,LZTR1
14985,leucine zipper protein 1,LUZP1
6741,leucine zipper transcription factor like 1,LZTFL1
6512,leucyl-tRNA synthetase 1,LARS1
17095,"leucyl-tRNA synthetase 2, mitochondrial",LARS2
13243,limb development membrane protein 1,LMBR1
32207,lin-28 homolog B,LIN28B
30922,lines homolog 1,LINS1
18874,linker for activation of T cells,LAT
6617,"lipase A, lysosomal acid type",LIPA
6619,"lipase C, hepatic type",LIPC
6621,"lipase E, hormone sensitive type",LIPE
18483,lipase H,LIPH
23452,lipase family member N,LIPN
14154,lipase maturation factor 1,LMF1
13345,lipin 1,LPIN1
14450,lipin 2,LPIN2
16429,lipoic acid synthetase,LIAS
16841,lipopolysaccharide induced TNF factor,LITAF
6677,lipoprotein lipase,LPL
26521,lipoxygenase homology PLAT domains 1,LOXHD1
29569,lipoyltransferase 1,LIPT1
9479,"lon peptidase 1, mitochondrial",LONP1
6663,loricrin cornified envelope precursor protein,LORICRIN
6547,low density lipoprotein receptor,LDLR
18640,low density lipoprotein receptor adaptor protein 1,LDLRAP1
6584,luteinizing hormone subunit beta,LHB
6585,luteinizing hormone/choriogonadotropin receptor,LHCGR
13013,lysine acetyltransferase 6A,KAT6A
17582,lysine acetyltransferase 6B,KAT6B
17933,lysine acetyltransferase 8,KAT8
29079,lysine demethylase 1A,KDM1A
1337,lysine demethylase 3B,KDM3B
29136,lysine demethylase 4B,KDM4B
18039,lysine demethylase 5B,KDM5B
11114,lysine demethylase 5C,KDM5C
12637,lysine demethylase 6A,KDM6A
7132,lysine methyltransferase 2A,KMT2A
15840,lysine methyltransferase 2B,KMT2B
13726,lysine methyltransferase 2C,KMT2C
7133,lysine methyltransferase 2D,KMT2D
18541,lysine methyltransferase 2E (inactive),KMT2E
24283,lysine methyltransferase 5B,KMT5B
4478,lysophosphatidic acid receptor 4,LPAR4
15520,lysophosphatidic acid receptor 6,LPAR6
6501,lysosomal associated membrane protein 2,LAMP2
1968,lysosomal trafficking regulator,LYST
6740,lysozyme,LYZ
6664,lysyl oxidase,LOX
6215,lysyl-tRNA synthetase 1,KARS1
6757,mab-21 like 1,MAB21L1
6758,mab-21 like 2,MAB21L2
4740,macroH2A.1 histone,MACROH2A1
7097,macrophage migration inhibitory factor,MIF
7376,macrophage scavenger receptor 1,MSR1
7380,macrophage stimulating 1,MST1
28880,magnesium transporter 1,MAGT1
28486,major facilitator superfamily domain containing 8,MFSD8
4931,"major histocompatibility complex, class I, A",HLA-A
4932,"major histocompatibility complex, class I, B",HLA-B
4933,"major histocompatibility complex, class I, C",HLA-C
4938,"major histocompatibility complex, class II, DP alpha 1",HLA-DPA1
4940,"major histocompatibility complex, class II, DP beta 1",HLA-DPB1
4942,"major histocompatibility complex, class II, DQ alpha 1",HLA-DQA1
4944,"major histocompatibility complex, class II, DQ beta 1",HLA-DQB1
4947,"major histocompatibility complex, class II, DR alpha",HLA-DRA
4948,"major histocompatibility complex, class II, DR beta 1",HLA-DRB1
7103,major intrinsic protein of lens fiber,MIP
7114,makorin ring finger protein 3,MKRN3
6817,"mal, T cell differentiation protein",MAL
6971,malate dehydrogenase 2,MDH2
6816,male germ cell associated kinase,MAK
7150,malonyl-CoA decarboxylase,MLYCD
29622,malonyl-CoA-acyl carrier protein transacylase,MCAT
7216,mannose phosphate isomerase,MPI
7207,mannose-P-dolichol utilization defect 1,MPDU1
6823,mannosidase alpha class 1B member 1,MAN1B1
6826,mannosidase alpha class 2B member 1,MAN2B1
6827,mannosidase alpha class 2C member 1,MAN2C1
6831,mannosidase beta,MANBA
24862,mannosyl-oligosaccharide glucosidase,MOGS
2568,mastermind like domain containing 1,MAMLD1
14575,maternally expressed 3,MEG3
6909,matrilin 3,MATN3
6912,matrin 3,MATR3
7060,matrix Gla protein,MGP
7155,matrix metallopeptidase 1,MMP1
7159,matrix metallopeptidase 13,MMP13
7160,matrix metallopeptidase 14,MMP14
7165,matrix metallopeptidase 19,MMP19
7166,matrix metallopeptidase 2,MMP2
7167,matrix metallopeptidase 20,MMP20
14357,matrix metallopeptidase 21,MMP21
7171,matrix metallopeptidase 23B,MMP23B
7176,matrix metallopeptidase 9,MMP9
3942,mechanistic target of rapamycin kinase,MTOR
11957,mediator complex subunit 12,MED12
16050,mediator complex subunit 12L,MED12L
22474,mediator complex subunit 13,MED13
